itemID,name,image,rating_score,review_count,location,seller_name,brand_name,price,original_price,item_sold_count,in_stock,itemURL
1012486722,Laptop cũ giá rẻ core i3 i5 i7 nhiều hãng ram 4gb - 8gb,https://vn-live-01.slatic.net/p/3dfb56b9ecbe1c9b82d3b1fd48f72058.jpg,4.8604651162790695,43,Đồng Nai,Laptophoang,OEM,1799000,,178 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-i7-nhieu-hang-ram-4gb-8gb-i1012486722.html
2291322438,Laptop cũ giá rẻ core i3 i5 i7 nhiều hãng ram 4gb - 8gb,https://vn-live-01.slatic.net/p/590112121224229f511a01eeef4e6e75.jpg,5.0,39,Đồng Nai,Laptopphuongnam,No Brand,1799000,,150 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-i7-nhieu-hang-ram-4gb-8gb-i2291322438.html
2241051870,LaptopLENOVO THINKPAD X1 Carbon Gen 7 X1 Carbon Gen 6 X1 Carbon Gen 5 X1 Carbon X1 Carbon Gen 4 Core i5-8250U RAM 16GB SSD 512GB 14 inPin&gt;4h,https://vn-live-01.slatic.net/p/9cca766209b9a647986beae15dadbbe2.png,4.948717948717949,39,Hà Nội,JVC.Store,Lenovo ThinkPad,5500000,10560000,152 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptoplenovo-thinkpad-x1-carbon-gen-7-x1-carbon-gen-6-x1-carbon-gen-5-x1-carbon-x1-carbon-gen-4-core-i5-8250u-ram-16gb-ssd-512gb-14-inpin4h-i2241051870.html
2155793537,Laptop mini Lenovo YB1-X91 lai máy tính bảng siêu siêu mỏng nhẹ cảm ứng mượt mà cho người hay di chuyển,https://vn-live-01.slatic.net/p/f4b761d4b231afd3111bcc4191172632.jpg,4.666666666666667,6,Hà Nội,BKcomputer99,Lenovo,3170000,,13 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-mini-lenovo-yb1-x91-lai-may-tinh-bang-sieu-sieu-mong-nhe-cam-ung-muot-ma-cho-nguoi-hay-di-chuyen-i2155793537.html
2407684614,2024 máy tính laptop lenovo factorey Mới 14 Inch Intel Celeron J4105 12th gen laptop chính hãng Mini Siêu Nhỏ Window 10 / MS Office bảo hành 3 năm,https://filebroker-cdn.lazada.vn/kf/Sc1f76aef29844d04b78956ff1463e513E.jpg,4.809523809523809,20,Hồ Chí Minh,TOP Máy Tính,OEM,6999999,12999999,31 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/2024-may-tinh-laptop-lenovo-factorey-moi-14-inch-intel-celeron-j4105-12th-gen-laptop-chinh-hang-mini-sieu-nho-window-10-ms-office-bao-hanh-3-nam-i2407684614.html
2556168712,"Laptop Giá rẻ Dell Latitude 3590 Core™ i5 | Core™ i3 | 8250U | Ram 8G | SSD 256G | HD Graphics 620 |MH 15.6 ""  Pin&gt; 4h",https://vn-live-01.slatic.net/p/627b6c009fc4945b27a4a1fd51429127.png,5.0,7,Hà Nội,JVC.Store,Dell,4200000,8064000,67 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-gia-re-dell-latitude-3590-core-i5-core-i3-8250u-ram-8g-ssd-256g-hd-graphics-620-mh-156-pin-4h-i2556168712.html
2599597614,"Mỏng nhẹ, nhôm nguyên khối, giá rẻ Hp 830G5 ram8, ssd256 chip i5 thế hệ 8",https://vn-live-01.slatic.net/p/0e2108aa9c062e3e48bbe3428725c97b.jpg,5.0,5,Thanh Hóa,Mtbstore,HP,5580000,,8 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/mong-nhe-nhom-nguyen-khoi-gia-re-hp-830g5-ram8-ssd256-chip-i5-the-he-8-i2599597614.html
2044984001,"Máy tính Laptop Dell Latitude 7400 Core i5 8365U, Ram 8, SSD 256",https://vn-live-01.slatic.net/p/d406a53e59f693b610731600cefc21d4.png,5.0,29,Nam Định,Trai Đẹp Bán Laptop,Dell,6000000,,125 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/may-tinh-laptop-dell-latitude-7400-core-i5-8365u-ram-8-ssd-256-i2044984001.html
2346832021,Laptop Cũ Giá Rẻ Cho Học Sinh Sinh Viên (Intel Core 2 / 2GB / 120GB HDD)  Hàng Cũ Zin Chính Hãng,https://vn-live-01.slatic.net/p/a5e7469067a55943bad1e53709560349.jpg,,,Hà Nội,☘️Linh Kiện Laptop Đăng Quân☘️,No Brand,1400000,,,True,https://www.lazada.vn//www.lazada.vn/products/laptop-cu-gia-re-cho-hoc-sinh-sinh-vien-intel-core-2-2gb-120gb-hdd-hang-cu-zin-chinh-hang-i2346832021.html
251077513,"Laptop HP 4740S i5 , SSD120G , Ram 8G (Nhập Khẩu Japan Giá sinh viên full box good 100% bảo hành 12 tháng)",https://vn-live-01.slatic.net/p/f6198ddcfb4e09f489e776b39da5fe6d.jpg,2.5,2,Hà Nội,laptop nhập US-UK,Intech,1998000,,6 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-hp-4740s-i5-ssd120g-ram-8g-nhap-khau-japan-gia-sinh-vien-full-box-good-100-bao-hanh-12-thang-i251077513.html
2897260895,Laptop FUJITSU LIFEBOOK A512/ FX,https://filebroker-cdn.lazada.vn/kf/S609b1e09bb4647c5a686d2ef5f570273Q.jpg,,,Kon Tum,Duloai,Fujitsu,1450000,,,True,https://www.lazada.vn//www.lazada.vn/products/laptop-fujitsu-lifebook-a512-fx-i2897260895.html
2377645140,DELL INSPIRON 5558 INTEL 3205U RAM 8G SSD 256G 15.6INCH,https://vn-live-01.slatic.net/p/7bb81df144b76b953a9db58d898a6820.jpg,5.0,1,Hồ Chí Minh,Laptop Cường Thịnh,Dell,3800000,5000000,,True,https://www.lazada.vn//www.lazada.vn/products/dell-inspiron-5558-intel-3205u-ram-8g-ssd-256g-156inch-i2377645140.html
1980639194,"【Bảo hành 2 năm】Máy tính xách tay dành cho sinh viên màu hồng Royal ASUS Intel Core i7/Core i5/Intel Celeron J4125 2024 Ultrabook Intel thế hệ thứ 11 mới Monspring 15,6 inch RAM16g SSD 512GB Máy tính xách tay chơi game mở khóa bằng vân tay có camera tích",https://vn-live-01.slatic.net/p/4b3500e4b89739b7e8d452a6fb55986f.jpg,5.0,32,Hồ Chí Minh,：i7 AIO computer,OEM,8299999,9999999,83 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/bao-hanh-2-nammay-tinh-xach-tay-danh-cho-sinh-vien-mau-hong-royal-asus-intel-core-i7core-i5intel-celeron-j4125-2024-ultrabook-intel-the-he-thu-11-moi-monspring-156-inch-ram16g-ssd-512gb-may-tinh-xach-tay-choi-game-mo-khoa-bang-van-tay-co-camera-tich-i1980639194.html
1916214077,[Win 10 + SSD 128gb] - Laptop Asus E200H X205TA win 10 cực mỏng nhẹ học online văn phòng xem phim lướt web,https://vn-live-01.slatic.net/p/67ece8db79804895c76e89105aca4389.jpg,5.0,2,Hà Nội,BKcomputer99,ASUS,2170000,2840000,,True,https://www.lazada.vn//www.lazada.vn/products/win-10-ssd-128gb-laptop-asus-e200h-x205ta-win-10-cuc-mong-nhe-hoc-online-van-phong-xem-phim-luot-web-i1916214077.html
254092545,Laptop HP 4730S i5/HDD1000G/8G Hàng Nhập Khẩu Japan Giá sinh viên full box sự lựa chọn thông minh,https://vn-live-01.slatic.net/p/16ea3555e67c58b46d17ca728392f7ee.jpg,,0,Hà Nội,laptop nhập US-UK,Laptop,2714000,,,True,https://www.lazada.vn//www.lazada.vn/products/laptop-hp-4730s-i5hdd1000g8g-hang-nhap-khau-japan-gia-sinh-vien-full-box-su-lua-chon-thong-minh-i254092545.html
