ProductID,Name,Category,Description,Brand,Price,Size
249970641G41,giày boot nữ cổ thấp da bò thật biggben cao 5 phân bon8,GT02,"Thương hiệu: BIGBENBoot nữ cổ thấpFOM GIÀY BÉ CÁC BẠN CÂN NHẮC TĂNG 1 SIZEBoot Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin kh...",BIGGBEN,749000.00,41
250028628L,[HCM]QUẦN JEAN MUỐI TIÊU 9 TẤC SIÊU CO DÃN BIG SIZE - MoliJeans,QJ03,"Tax senior owner party control. Boy cell back movement read according defense.
Few approach director physical dream create. Center capital deep soldier nation class.",OEM,215000.00,L
250028628M,[HCM]QUẦN JEAN MUỐI TIÊU 9 TẤC SIÊU CO DÃN BIG SIZE - MoliJeans,QJ03,"Tax senior owner party control. Boy cell back movement read according defense.
Few approach director physical dream create. Center capital deep soldier nation class.",OEM,215000.00,M
250028628S,[HCM]QUẦN JEAN MUỐI TIÊU 9 TẤC SIÊU CO DÃN BIG SIZE - MoliJeans,QJ03,"Tax senior owner party control. Boy cell back movement read according defense.
Few approach director physical dream create. Center capital deep soldier nation class.",OEM,215000.00,S
251396215G39,giày thể thao nam Bitis hunter core,GTT01,"- Phần thân trên/ upper dệt/ Knits thoải mái , co giãn.- Đế: Phylon/ Cao su tạo độ uốn gấp tốt.- Có dây buộc - Do màn hình và điều kiện ánh sáng khác nhau, màu sắc thực tế của sản phẩm có thể chênh...",Bitis,785000.00,39
2514009317L,LIGAM - QUẦN JEANS ỐNG ĐỨNG STRAIGHT JEANS,QJ03,"Plan when paper turn. Child present partner follow ready behind include.
High example remember big technology even fall. Gas site bit. May blue carry push hundred trouble nice.",No Brand,400000.00,L
2514009317M,LIGAM - QUẦN JEANS ỐNG ĐỨNG STRAIGHT JEANS,QJ03,"Plan when paper turn. Child present partner follow ready behind include.
High example remember big technology even fall. Gas site bit. May blue carry push hundred trouble nice.",No Brand,400000.00,M
2514009317S,LIGAM - QUẦN JEANS ỐNG ĐỨNG STRAIGHT JEANS,QJ03,"Plan when paper turn. Child present partner follow ready behind include.
High example remember big technology even fall. Gas site bit. May blue carry push hundred trouble nice.",No Brand,400000.00,S
252261843G40,giày boots nam geox u spherica ec11 wide b,GT01,"• Giày boots cổ ngắn dành cho nam với thiết kế tối giản, thoải mái cho những ngày bận rộn thêm dễ chịu. Được chế tác từ da đen trơn, Spherica EC11 có tính thẩm mỹ cổ điển phù hợp với phong cách Chelse...",GEOX,5700000.00,40
2525605G39,giày boot nam cột dây huy hoàng ht7191 - nâu,GT01,"    Giày Boot Nam Cột Dây Huy Hoàng HT7191 - Nâu với chất liệu da bò bền đẹp kết hợp đế êm nhẹ chống trơn trượt giúp bạn nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự t...",Huy Hoàng,999000.00,39
253148464G39,"giày thể thao nam chất liệu da mềm mại, phong cách cá tính năng dộng – gna1028",GTT01,"1.Thiết kế: có form giày dễ thương, năng động, cá tính, phần trên của đôi giày được làm từ chất liệu da cao cấp, mềm mại, giúp cho người mang giày có cảm giác dễ chịu. Thêm vào đó là phần đế giày được...",Bee Gee,600000.00,39
253149207G40,"giày thể thao nam chất liệu da mềm mại, phong cách cá tính năng dộng – gna1029",GTT01,"1.Thiết kế: có form giày dễ thương, năng động, cá tính, phần trên của đôi giày được làm từ chất liệu da cao cấp, mềm mại, giúp cho người mang giày có cảm giác dễ chịu. Thêm vào đó là phần đế giày được...",Bee Gee,760000.00,40
2540001360L,Quần jean nam chất bò cao cấp Jean co dãn 4 chiều cực đẹp form chuẩn ôm dáng cực nét,QJ01,"Force article me find. Necessary car chair section last.
Do top child though each interest. Pick boy never south behind. Bar sense rate movie.",No Brand,125000.00,L
2540001360M,Quần jean nam chất bò cao cấp Jean co dãn 4 chiều cực đẹp form chuẩn ôm dáng cực nét,QJ01,"Force article me find. Necessary car chair section last.
Do top child though each interest. Pick boy never south behind. Bar sense rate movie.",No Brand,125000.00,M
2540001360S,Quần jean nam chất bò cao cấp Jean co dãn 4 chiều cực đẹp form chuẩn ôm dáng cực nét,QJ01,"Force article me find. Necessary car chair section last.
Do top child though each interest. Pick boy never south behind. Bar sense rate movie.",No Brand,125000.00,S
2589764200L,"Quần Đùi Ống Rộng Bigsize Nữ,Quần Short Kaki Dáng Chữ A Trơn Lên Phom Tôn Dáng Q502",QD02,Camera goal win pass power modern hospital. Analysis various yes daughter already.,No Brand,129000.00,L
2589764200M,"Quần Đùi Ống Rộng Bigsize Nữ,Quần Short Kaki Dáng Chữ A Trơn Lên Phom Tôn Dáng Q502",QD02,Camera goal win pass power modern hospital. Analysis various yes daughter already.,No Brand,129000.00,M
2589764200S,"Quần Đùi Ống Rộng Bigsize Nữ,Quần Short Kaki Dáng Chữ A Trơn Lên Phom Tôn Dáng Q502",QD02,Camera goal win pass power modern hospital. Analysis various yes daughter already.,No Brand,129000.00,S
2603804605L,GHQuần Túi Hộp quân cargo quần ống rộng Quần Jean Nữ Ống Rộng Lưng Cao Phong Cách R Mỹ Mới 2023 Dễ Phối Đồ319,QJ02,Development Republican if. Director begin score thousand blue see exist. Health owner become new.,OEM,209802.00,L
2603804605M,GHQuần Túi Hộp quân cargo quần ống rộng Quần Jean Nữ Ống Rộng Lưng Cao Phong Cách R Mỹ Mới 2023 Dễ Phối Đồ319,QJ02,Development Republican if. Director begin score thousand blue see exist. Health owner become new.,OEM,209802.00,M
2603804605S,GHQuần Túi Hộp quân cargo quần ống rộng Quần Jean Nữ Ống Rộng Lưng Cao Phong Cách R Mỹ Mới 2023 Dễ Phối Đồ319,QJ02,Development Republican if. Director begin score thousand blue see exist. Health owner become new.,OEM,209802.00,S
262058064G41,giày boot nữ cổ thấp da bò thật biggben cao 5 phân bon7,GT02,"Thương hiệu: BIGBENBoot nữ cổ thấpFOM GIÀY BÉ CÁC BẠN CÂN NHẮC TĂNG 1 SIZEBoot Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đ...",BIGGBEN,799000.00,41
262520301G40,giày boots nữ geox d brogue d,GT02,• Giày boots cổ thấp của nữ mang đến kết hợp hoàn hảo giữa sự cá tính và nét quyến rũ cổ điển. BROGUE  nâng tầm phong cách và biến đôi boots cổ điển thành một biểu tượng phong cách thời trang hiệ...,GEOX,6200000.00,40
262571775G41,giày sandal nữ da bò thật biggben cao cấp sdn90,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :3 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày...,BIGGBEN,309000.00,41
262581961G40,giày sandal nữ da bò thật biggben cao cấp sdn92,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :4cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày ...,BIGGBEN,349000.00,40
262796010G39,giày boots nam cao cổ đế đốc tờ titi đô da bò thật cao cấp dt2022d,GT01,"Giày Boots Nam Cao Cổ Đế Đốc Tờ TiTi ĐÔ Da Bò Thật Cao Cấp DT2022DGiày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả+ THÔNG ...",HA NAM,820000.00,39
262863364G39,giày bốt da cho bé trai bé gái mang phong cách hàn quốc size 26-36 hàng nhập quảng châu cao cấp,GT01,Size 26 (16cm)Size 27 (16.5cm)Size 28 (17.2cm)Size 29 (18cm)Size 30 (18.5cm)Size 31 (19cm)Size 32 (19.6cm)Size 33 (20.1cm)Size 34 (20.7cm)Size 35 (21.4cm)Size 36 (22cm)CHẤT LIỆU – Cam kết d...,OEM,214200.00,39
262864439G41,giày bốt cho bé gái phong cách chiến binh đẹp diện tết size 26-36 hàng quảng châu cao cấp,GT01,"Kích thước lòng giày26 (16,2cm)27 (16,8cm)28 (17,5cm)29 (18,1cm)30 (18,7cm)31 (19.3cm)32 (19,9cm)33 (20.5cm)34 (21.2cm)35 (21.8cm)36 (22.5cm)CHẤT LIỆU – Cam kết da PU mềm dẻo đem đến cho c...",OEM,204000.00,41
263093204G41,"giày bốt nữ cổ ngắn màu đen 4p ro308 rosata tại bcashop khóa nút tiện lợi, mùi nhọn sang trọng thể hiện đẳng cấp",GT02,"ROSATA - thương hiệu giày thời trang nữ cao cấp THUẦN VIỆT NHƯNG CHẤT LƯỢNG QUỐC TẾ----Giày bốt nữ cổ ngắn màu đen 4p RO308 ROSATA tại BCASHOP khóa nút tiện lợi, mùi nhọn sang trọng thể hiện đẳng cấp...",Rosata,549000.00,41
263093240G39,"giày bốt nữ cổ ngắn màu trắng kem 4p ro308 rosata tại bcashop khóa nút tiện lợi, mùi nhọn sang trọng thể hiện đẳng cấp",GT02,"ROSATA - thương hiệu giày thời trang nữ cao cấp THUẦN VIỆT NHƯNG CHẤT LƯỢNG QUỐC TẾ----Giày bốt nữ cổ ngắn màu trắng kem 4p RO308 ROSATA tại BCASHOP khóa nút tiện lợi, mùi nhọn sang trọng thể hiện đẳ...",Rosata,549000.00,39
263103233G40,rainbow boots,GT02,"    Rainbow Boots   All the kids in school have a pair of Rainbow Boots well, all of them except Denzil! So he pretends that his are being customised and soon hes trapped in a web of lies. But ar...",nan,131900.00,40
263491077G40,giày thể thao nam columbia peakfreak™ ii outdry™ - 2005101247,GTT01,"Giày thể thao nam Columbia Peakfreak Ii Outdry - 2005101247Đặc điểm nổi bật: GIÀY ĐI BỘ ĐƯỜNG DÀI NAM COLUMBIA PEAKFREAK II OUTDRYĐôi giày đi bộ này có khả năng chống thấm nước tốt, thoáng khí và đư...",Columbia,2047000.00,40
263985522G41,giày thể thao nam columbia peakfreak ii outdry - 2005101053,GTT01,"Giày thể thao nam Columbia Peakfreak Ii Outdry - 2005101053Đặc điểm nổi bật: Nơi sản xuất: Hàng sản xuất ở nước thứ 3 tùy từng lô hàng (Việt Nam, Trung Quốc, Ấn Độ, C)Hướng dẫn bảo quản:• Hạn chế k...",Columbia,2040000.00,41
2683363G41,giày boot nữ cột dây huy hoàng ht7920 - đen,GT02,"    Giày Boot Nữ Cột Dây Huy Hoàng HT7920 - Đen với thiết kế trẻ trung đầy nữ tính cực kì phù hợp với những bạn nữ yêu thích phong cách nhẹ nhàng, quý phái.    Giày được gia công tinh tế từ chất liệu ...",Huy Hoàng,999000.00,41
270306516G40,giày sandal nữ da bò thật biggben cao cấp sdn93,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :3 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGià...,BIGGBEN,299000.00,40
270552153G39,giày thể thao bitis nam (39-45),GTT01,"MÔ TẢ SẢN PHẨMPhong cách thời trang đề cao sự thoải mái với các đường nét uyển chuyển cùng phối màu trung tính, sẵn sàng cùng bạn song hành trên mọi hành trình hè này.  Lượt dệt 3D kết hợp Mesh mát,...",Bitis,1329000.00,39
270784004G39,giày sandal nữ teva voya infinity - 1019622-blk,GSD02,"Giày sandal nữ Teva Voya Infinity - 1019622-BLKĐặc điểm nổi bật: GIÀY XĂNG ĐAN NỮ TEVA VOYA INFINITYThanh lịch và thoải mái với lớp đế ngoài Mush nổi tiếng của Teva, Voya Infinity với thiết kế đan ...",TEVA,845000.00,39
270794749G39,giày thể thao thông dụng bitis nam basic,GTT01,Giày Thể Thao Thông Dụng Nam Nữ BSM000600TRG/BSW000600Mã sản phẩm: BSM000600TRG/BSW000600TRG● Kích thước: 35-36-37-38-39-40-41-42-43● Màu sắc: Đen - Trắng+ Mẫu giày thể thao giá rẻ cho đối tượng ...,Bitis,350000.00,39
270813007G41,giày thể thao bitis nam cao cấp,GTT01,"Giày với kiểu dáng đơn giản nhưng thời trang, mang lại sự thoải mái và tự tin cho bạn suốt ngày dài.  Quai Si cao cấp, bền chắc, mang lại nhẹ nhàng, êm ái cho bàn chân. Đặc biệt thiết kế quai năng độn...",Bitis,769000.00,41
270813814G39,giày thể thao nam (39-44),GTT01,"Giày với kiểu dáng đơn giản nhưng thời trang, mang lại sự thoải mái và tự tin cho bạn suốt ngày dài.  Quai Si cao cấp, bền chắc, mang lại nhẹ nhàng, êm ái cho bàn chân. Đặc biệt thiết kế quai năng độn...",Bitis,435000.00,39
270859803G40,giày thể thao sneaker goya gy232,GTT02,"Là một trong những mẫu giày chính hãng do công ty Goya sản xuất và phân phối.Có kiểu dáng rất hiện đại trẻ trung, phù hợp đi chơi, dã ngoại, hoạt động thể dục cho những tín đồ đam mê phong cách thể t...",GOYA,950000.00,40
270979519G39,giày sandal nữ teva hurricane xlt2 - 1019235-btnm,GSD02,"Giày sandal nữ Teva Hurricane Xlt2 - 1019235-BTNMĐặc điểm nổi bật: GIÀY XĂNG ĐAN NỮ TEVA HURRICANE XLT2Bản nâng cấp mới của Hurricane XLT, Hurricane XLT2 hoàn toàn mới mẻ, được trang bị đệm lót gót c...",TEVA,862000.00,39
271139563G39,"giày thể thao nam chất liệu da mềm mại, phong cách cá tính năng dộng – gna1033",GTT01,"Giày thể thao nam chất liệu da mềm mại, phong cách cá tính năng dộng – GNA10331.Thiết kế: có form giày dễ thương, năng động, cá tính, phần trên của đôi giày được làm từ chất liệu da cao cấp, mềm mại,...",Bee Gee,420000.00,39
271139661G39,"giày thể thao nam chất liệu da mềm mại, phong cách cá tính năng dộng – gna1034",GTT01,"1.Thiết kế: có form giày dễ thương, năng động, cá tính, phần trên của đôi giày được làm từ chất liệu vải cao cấp, mềm mại, giúp cho người mang giày có cảm giác dễ chịu. Thêm vào đó là phần đế giày đượ...",Bee Gee,420000.00,39
271245599G39,bốt điện thoại bên rìa thế giới - quel che affidiamo al vento,GT01,"I. GIỚI THIỆUBốt Điện Thoại Bên Rìa Thế Giới - Quel Che Affidiamo Al VentoBỐT ĐIỆN THOẠI BÊN RÌA THẾ GIỚI - Sách bán chạy toàn cầu, đã xuất bản tại 21 quốc gia Lấy cảm hứng từ một bốt điện thoại có ...",nan,114000.00,39
271288764G40,giày thể thao bitis hunter nam (39-45),GTT01,"ĐẶC TÍNH KỸ THUẬT & ĐẶC ĐIỂM NỔI BẬT- Đế: chất liệu Phylon, đàn hồi uốn gấp.- Đế ngoài: được dán cao su tăng sự trơn trượt bởi công thức cải tiến.- Phần thân trên / mũ quai: tạo miếng Si đắp v...",Bitis,749000.00,40
271388823G41,"sách - puss in boots by rob lloyd jones (uk edition, paperback)",GT01,    Ships from and sold by EXPERAL Singapore  Publisher: Usborne Publishing Ltd  Origin: United Kingdom (Imported)   ISBN 13: 9781803705026  Condition: Brandnew   Binding: paperback  Pages: 2...,nan,381600.00,41
271389476G39,"sách - axel scheffler fairy tales: puss in boots by axel scheffler (uk edition, hardcover)",GT02,    Ships from and sold by EXPERAL Singapore  Publisher: Scholastic  Origin: United Kingdom (Imported)   ISBN 13: 9780702318283  Condition: Brandnew   Binding: hardcover  Pages: 32  Dimenson...,nan,434000.00,39
271392620G40,giày boot da bò thật nam biggben cao cấp bt7,GT01,"THÔNG TIN SẢN PHẨMThương Hiệu: BIGBENXuất xứ: Việt NamSize : 38 đến 44Chất liệu: Da bò thật .Đế Doctor Cao cấpPhong cách : Nam tính, bụi bặm, khỏe khoắn và mạnh mẽ.Giày Boot Nam v...",BIGGBEN,1199000.00,40
271422903G41,giày sandal xỏ ngón biggben da bò thật cao 3 phân sdcg97,GSD01,"Thương hiệu: BIGBENGiày sandal xỏ ngón nữChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơ...",BIGGBEN,299000.00,41
271423184G41,giày sandal biggben da bò thật cao 3 phân sdcg99,GSD01,"Thương hiệu: BIGBENGiày sandal cao gótChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, ...",BIGGBEN,319000.00,41
271423280G39,giày sandal biggben da bò thật cao 3 phân sdcg100,GSD02,"Thương hiệu: BIGBENGiày sandal cao gótChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, ...",BIGGBEN,309000.00,39
271434319G41,giày sandal nữ da bò thật biggben cao cấp sdn94,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :2 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGià...,BIGGBEN,319000.00,41
271437673G39,"giày thể thao nam đế êm nhẹ, thoáng khí đế cao su đúc, chống trơn trượt hạn chế mòn – bee gee - gna1001z",GTT01,"Giày thể thao nam thời trang, giày chạy bộ nam ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu...",Bee Gee,500000.00,39
271439141G41,giày sandal nữ da bò thật biggben cao cấp sdn95,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :2 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGià...,BIGGBEN,299000.00,41
271439441G41,giày sandal nữ da bò thật biggben cao cấp sdn96,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :2 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGià...,BIGGBEN,299000.00,41
271439563G41,giày sandal nữ da bò thật biggben cao cấp sdn97,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :2 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGià...,BIGGBEN,279000.00,41
271536812G40,giày sandal vento shadow,GSD01,"Dáng thời trang thịnh hành.Tổ hợp đế bằng cao su chống trơn trượt, chống shock,Có thể giặt bằng tay hoặc bằng máy.Thiết kế thoáng mát chống mồ hôi chânĐa năng trong sử dụng (trong mọi th...",Vento,235000.00,40
271541246G39,vascara giày sandal metallic quai mảnh - sdn 0762,GSD01,"THÔNG TIN SẢN PHẨM:Chất liệu: Da nhân tạo phủ ánh kimKiểu gót: Gót nhọnĐộ cao gót: 9,00 cmLoại mũi: Hở mũi (mũi vuông)Phù hợp sử dụng: Đi làm, đi học, đi chơi HƯỚNG DẪN CHỌN SIZE:Bước 1: Ch...",Vascara,682000.00,39
271960326G39,"giày sandal chống trơn, trượt – gsd9028",GSD02,"1.Thiết kế: có form giày dễ thương, năng động, cá tính2.Công nghệ đế: Giày ép đế3.Chất liệu đế: Cao su4.Giới tính áp dụng: Nam/ Nữ5.Nhóm Tuổi áp dụng: Teen, người lớn6.Phong cách: Hàn Quốc7.Size...",Bee Gee,380000.00,39
271961300G41,"giày sandal chống trơn, trượt – gsd9030",GSD01,".Thiết kế: có form giày dễ thương, năng động, cá tính2.Công nghệ đế: Giày ép đế3.Chất liệu đế: Cao su4.Giới tính áp dụng: Nam/ Nữ5.Nhóm Tuổi áp dụng: Teen, người lớn6.Phong cách: Hàn Quốc7.Size:...",Bee Gee,270000.00,41
271974116G41,giày thể thao nam nữ – gna1044,GTT01,"1.Thiết kế: giày lười,dễ thương, năng động, cá tính, phần trên của đôi giày được làm từ chất liệu da thoáng khí cao cấp, mềm mại, giúp cho người mang giày có cảm giác dễ chịu. Thêm vào đó là phần đế g...",Bee Gee,300000.00,41
271978429G40,giày thể thao nam nữ - gna1046,GTT01,"Giày thể thao nam thời trang, giày chạy bộ nam ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu...",Bee Gee,680000.00,40
271985641G40,"giày thể thao nam, giày thoáng khí đế cao su đúc, chống trơn trượt hạn chế mòn - g3003",GTT01,"Giày thể thao nam thời trang, giày ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu trong lúc d...",Bee Gee,440000.00,40
271985775G40,"giày thể thao nam - g3001, giày thoáng khí đế cao su đúc, chống trơn trượt hạn chế mòn",GTT01,"Giày thể thao nam thời trang, giày ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu trong lúc d...",Bee Gee,450000.00,40
271986702G40,"giày thể thao nam,GTT01, giày thoáng khí đế cao su đúc, chống trơn trượt hạn chế mòn - g3002",GTT01,"Giày thể thao nam thời trang, giày ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu trong lúc d...",Bee Gee,420000.00,40
272362226G40,khủng hoảng rô bốt,GT02,"Khủng hoảng rô bốt là một trong bộ 8 sách Truyện tranh tri thức khoa học, cuốn sách với những nét vẽ minh họa sinh động sẽ đưa chúng ta tìm hiểu cụ thể về lĩnh vực phát triển rô bốt.Asahina Ryo và Ak...",nan,116100.00,40
272406020G40,bốt điện thoại bên rìa thế giới - quel che affidiamo al vento,GT01,"BỐT ĐIỆN THOẠI BÊN RÌA THẾ GIỚI - Sách bán chạy toàn cầu, đã xuất bản tại 21 quốc gia  Lấy cảm hứng từ một bốt điện thoại có thật tại tỉnh Iwate, nằm phía đông bắc Nhật Bản, tác giả Laura Imai Messina...",nan,145000.00,40
272554406G39,"giày thể thao nam đế êm nhẹ, thoáng khí đế cao su đúc, chống trơn trượt hạn chế mòn – bee gee - g3004",GTT01,"Giày thể thao nam thời trang, giày chạy bộ nam ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu...",Bee Gee,150000.00,39
272618073G41,giày boot cho bé phong cách dễ thương - gte9064,GT01,"1.Thiết kế: có form giày dễ thương2.Chất liệu: phần trên của đôi giày được làm từ chất liệu da cao cấp, mềm mại, giúp cho bé có có cảm giác dễ chịu. Thêm vào đó là phần đế giày được làm từ cao su với...",Bee Gee,290000.00,41
272618604G39,giày boot cho bé phong cách dễ thương - gte9065,GT01,"1.Thiết kế: có form giày dễ thương2.Chất liệu: phần trên của đôi giày được làm từ chất liệu da cao cấp, mềm mại, giúp cho bé có có cảm giác dễ chịu. Thêm vào đó là phần đế giày được làm từ cao su với...",Bee Gee,240000.00,39
272619741G39,giày boot cho bé phong cách dễ thương - gte9066,GT01,"1.Thiết kế: có form giày dễ thương2.Chất liệu: phần trên của đôi giày được làm từ chất liệu da cao cấp, mềm mại, giúp cho bé có có cảm giác dễ chịu. Thêm vào đó là phần đế giày được làm từ cao su với...",Bee Gee,280000.00,39
272623870G40,"giày thể thao nam đế êm nhẹ, thoáng khí đế cao su đúc, chống trơn trượt hạn chế mòn – bee gee - gna2011",GTT01,"Giày thể thao nam thời trang, giày chạy bộ nam ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu...",Bee Gee,540000.00,40
273056402G41,giày sandal biggben da bò thật cao 5 phân sdcg102,GSD01,"Thương hiệu: BIGBENGiày sandal cao gótChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, ...",BIGGBEN,309000.00,41
273056507G41,giày sandal biggben da bò thật cao 3 phân sdcg104,GSD02,"Thương hiệu: BIGBENGiày sandal cao gótChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, ...",BIGGBEN,319000.00,41
273056749G41,giày sandal nữ da bò thật biggben cao cấp sdn98,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :2 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGià...,BIGGBEN,309000.00,41
273056815G41,giày sandal nữ da bò thật biggben cao cấp sdn99,GSD02,Thương hiệu: BIGBENChất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :4.5 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhG...,BIGGBEN,339000.00,41
273158931G39,giày thể thao cao cấp phiên bản kỷ niệm 40 năm dsmh09700,GTT02,"Bạn mong muốn sở hữu cho mình một đôi giày siêu nhẹ, êm ái, mang phong cách mạnh mẽ và thời trang. Mẫu thể thao nam Hunter X DSMH09700 phiên bản kỷ niệm 40 năm chính là items mới hoàn toàn phù hợp dàn...",Bitas,1259000.00,39
273160662G39,giày thể thao nam dsmh06700,GTT01,"Phần dây đeo: Được thiết kế với kiểu dáng tối giản, với phần lưới thông gió điểm nhấn là tấm ép Nosaw phản quang, dễ dàng nhận biết và phản chiếu khi có ánh sáng chiếu vào.Phần đế: Cấu trúc đế fylong...",Bitas,769000.00,39
273271788G41,"giày thể thao nam nữ đế êm nhẹ, thoáng khí đế cao su đúc, chống trơn trượt hạn chế mòn – bee gee - g3005",GTT01,"Giày thể thao nam thời trang, giày chạy bộ nam ôm chân thoáng khíGiày được thiết kế đẹp mắt, có tính thẩm mỹ caoThiết kế da cao cấp mềm, thoáng khíMũi giày ôm theo dáng bàn chân, không gây khó chịu...",Bee Gee,180000.00,41
273297773G40,giày sandal biggben da bò thật cao 5 phân sdcg109,GSD01,"Thương hiệu: BIGBENGiày sandal cao gótChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, ...",BIGGBEN,339000.00,40
273297898G40,giày sandal biggben da bò thật cao 5 phân sdcg110,GSD01,"Thương hiệu: BIGBENGiày sandal cao gótChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, ...",BIGGBEN,339000.00,40
273298587G41,giày sandal biggben da bò thật cao 5 phân sdcg111,GSD02,"Thương hiệu: BIGBENGiày sandal cao gótChật Liệu: Da bò thật 100%Giày Nữ với chất liệu Da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, ...",BIGGBEN,359000.00,41
