ProductID,Name,Category,Description,Brand,Price,Size
119226496M,"Áo khoác dù cán in dạ quang 2 lớp cao cấp Khavi AKD45 - Xám, Kem, Đen",AK03,nan,OEM,1050000.00,M
119226496S,"Áo khoác dù cán in dạ quang 2 lớp cao cấp Khavi AKD45 - Xám, Kem, Đen",AK03,nan,OEM,1050000.00,S
119230222L,Áo Khoác Nỉ bông CLBANA phối Chữ Sau Lưng Dây Kéo form rộng unisex nam nữ Thu Đông SG FASHION,AK01,nan,OEM,1085000.00,L
119230222M,Áo Khoác Nỉ bông CLBANA phối Chữ Sau Lưng Dây Kéo form rộng unisex nam nữ Thu Đông SG FASHION,AK01,nan,OEM,1085000.00,M
119230222S,Áo Khoác Nỉ bông CLBANA phối Chữ Sau Lưng Dây Kéo form rộng unisex nam nữ Thu Đông SG FASHION,AK01,nan,OEM,1085000.00,S
119230253L,"Áo khoác thể thao Ba Sọc A.DIDAS GEN ALPHA, áo khoác chất thun Poly dày dặn from unisex chống UV GEN2",AK03,nan,OEM,999000.00,L
119230253M,"Áo khoác thể thao Ba Sọc A.DIDAS GEN ALPHA, áo khoác chất thun Poly dày dặn from unisex chống UV GEN2",AK03,nan,OEM,999000.00,M
119230253S,"Áo khoác thể thao Ba Sọc A.DIDAS GEN ALPHA, áo khoác chất thun Poly dày dặn from unisex chống UV GEN2",AK03,nan,OEM,999000.00,S
119231216L,Áo khoác lửng croptop bomber SG FASHION thêu chữ H kaki da lộn 2 lớp unisex ulzzang nam nữ,AK01,nan,OEM,1160000.00,L
119231216M,Áo khoác lửng croptop bomber SG FASHION thêu chữ H kaki da lộn 2 lớp unisex ulzzang nam nữ,AK01,nan,OEM,1160000.00,M
119231216S,Áo khoác lửng croptop bomber SG FASHION thêu chữ H kaki da lộn 2 lớp unisex ulzzang nam nữ,AK01,nan,OEM,1160000.00,S
119236199L,Áo Khoác Nỉ Nữ Trùm Đầu Dây Kéo lên Tới Mũi Thêu TIm Sọc Tay Đi Nắng Cản Gió Siêu Bền,AK02,nan,OEM,1060000.00,L
119236199M,Áo Khoác Nỉ Nữ Trùm Đầu Dây Kéo lên Tới Mũi Thêu TIm Sọc Tay Đi Nắng Cản Gió Siêu Bền,AK02,nan,OEM,1060000.00,M
119236199S,Áo Khoác Nỉ Nữ Trùm Đầu Dây Kéo lên Tới Mũi Thêu TIm Sọc Tay Đi Nắng Cản Gió Siêu Bền,AK02,nan,OEM,1060000.00,S
119238068L,"Áo Khoác Dù 2 Lớp Nam Nữ, Chất Vải Chống Nắng Phối 3 Màu Siêu Chất Phong Cách Hàn Quốc Hot Trend",AK01,nan,OEM,1055000.00,L
119238068M,"Áo Khoác Dù 2 Lớp Nam Nữ, Chất Vải Chống Nắng Phối 3 Màu Siêu Chất Phong Cách Hàn Quốc Hot Trend",AK01,nan,OEM,1055000.00,M
119238068S,"Áo Khoác Dù 2 Lớp Nam Nữ, Chất Vải Chống Nắng Phối 3 Màu Siêu Chất Phong Cách Hàn Quốc Hot Trend",AK01,nan,OEM,1055000.00,S
119272629L,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D38,ASM03,nan,OEM,999000.00,L
119272629M,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D38,ASM03,nan,OEM,999000.00,M
119272629S,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D38,ASM03,nan,OEM,999000.00,S
119272915L,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D - HÀNG XẢ,ASM03,nan,OEM,959000.00,L
119272915M,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D - HÀNG XẢ,ASM03,nan,OEM,959000.00,M
119272915S,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D - HÀNG XẢ,ASM03,nan,OEM,959000.00,S
119273491L,Áo sơ mi nam Tay Ngắn sọc caro vải kate đứng form size từ 50-85kg akate14,ASM01,nan,OEM,999000.00,L
119273491M,Áo sơ mi nam Tay Ngắn sọc caro vải kate đứng form size từ 50-85kg akate14,ASM01,nan,OEM,999000.00,M
119273491S,Áo sơ mi nam Tay Ngắn sọc caro vải kate đứng form size từ 50-85kg akate14,ASM01,nan,OEM,999000.00,S
119273550L,Áo sơ mi trắng nam dài tay cao cấp vải lụa mềm mịn co giãn nhẹ mặc mát AHOP21,ASM01,nan,OEM,1058000.00,L
119273550M,Áo sơ mi trắng nam dài tay cao cấp vải lụa mềm mịn co giãn nhẹ mặc mát AHOP21,ASM01,nan,OEM,1058000.00,M
119273550S,Áo sơ mi trắng nam dài tay cao cấp vải lụa mềm mịn co giãn nhẹ mặc mát AHOP21,ASM01,nan,OEM,1058000.00,S
119286038L,"Áo Khoác Thể Thao Tập Gym, Chống Nắng Sọc Ngang Túi Khoá",AK03,"Áo Khoác Thể Thao Tập Gym, Chống Nắng Sọc Ngang Túi Khoá


  ✔ THÔNG TIN SẢN PHẨMÁo khoác thể thao sọc ngang chống nắng, tập gym yoga nữ đẹp, co giãn tốt chất dệt✪ Chất liệu : Dệt kim✪ Màu sắc: Xám, Rêu, Cam, Đen✔ THÔNG TIN CHI TIẾT✪ Áo khoác sọc nga",OEM,1150000.00,L
119286038M,"Áo Khoác Thể Thao Tập Gym, Chống Nắng Sọc Ngang Túi Khoá",AK03,"Áo Khoác Thể Thao Tập Gym, Chống Nắng Sọc Ngang Túi Khoá


  ✔ THÔNG TIN SẢN PHẨMÁo khoác thể thao sọc ngang chống nắng, tập gym yoga nữ đẹp, co giãn tốt chất dệt✪ Chất liệu : Dệt kim✪ Màu sắc: Xám, Rêu, Cam, Đen✔ THÔNG TIN CHI TIẾT✪ Áo khoác sọc nga",OEM,1150000.00,M
119286038S,"Áo Khoác Thể Thao Tập Gym, Chống Nắng Sọc Ngang Túi Khoá",AK03,"Áo Khoác Thể Thao Tập Gym, Chống Nắng Sọc Ngang Túi Khoá


  ✔ THÔNG TIN SẢN PHẨMÁo khoác thể thao sọc ngang chống nắng, tập gym yoga nữ đẹp, co giãn tốt chất dệt✪ Chất liệu : Dệt kim✪ Màu sắc: Xám, Rêu, Cam, Đen✔ THÔNG TIN CHI TIẾT✪ Áo khoác sọc nga",OEM,1150000.00,S
119379946L,Áo Khoác Bomber Da Lộn Thêu Logo T.A Form Unisex Nam Nữ,AK01,"Áo Khoác Bomber Da Lộn Thêu Logo T.A Form Unisex Nam Nữ


  🌟 THÔNG TIN SẢN PHẨM:💥 Áo Khoác chất dù ngoại . Phong cách năng động trẻ trung , chất dù mát ko nóng 🌀 L và XL🌀 Form chuẩn Unisex Nam Nữ Couple đều mặc được.🌀 Cam kết: Chất lượng và Mẫu mã S",OEM,1190000.00,L
119379946M,Áo Khoác Bomber Da Lộn Thêu Logo T.A Form Unisex Nam Nữ,AK01,"Áo Khoác Bomber Da Lộn Thêu Logo T.A Form Unisex Nam Nữ


  🌟 THÔNG TIN SẢN PHẨM:💥 Áo Khoác chất dù ngoại . Phong cách năng động trẻ trung , chất dù mát ko nóng 🌀 L và XL🌀 Form chuẩn Unisex Nam Nữ Couple đều mặc được.🌀 Cam kết: Chất lượng và Mẫu mã S",OEM,1190000.00,M
119379946S,Áo Khoác Bomber Da Lộn Thêu Logo T.A Form Unisex Nam Nữ,AK01,"Áo Khoác Bomber Da Lộn Thêu Logo T.A Form Unisex Nam Nữ


  🌟 THÔNG TIN SẢN PHẨM:💥 Áo Khoác chất dù ngoại . Phong cách năng động trẻ trung , chất dù mát ko nóng 🌀 L và XL🌀 Form chuẩn Unisex Nam Nữ Couple đều mặc được.🌀 Cam kết: Chất lượng và Mẫu mã S",OEM,1190000.00,S
119418239L,Áo Sơ Mi Kẻ Sọc Tay Dài Choice PS06 Hàn Quốc Form Rộng,ASM03,nan,OEM,1320000.00,L
119418239M,Áo Sơ Mi Kẻ Sọc Tay Dài Choice PS06 Hàn Quốc Form Rộng,ASM03,nan,OEM,1320000.00,M
119418239S,Áo Sơ Mi Kẻ Sọc Tay Dài Choice PS06 Hàn Quốc Form Rộng,ASM03,nan,OEM,1320000.00,S
120048998G40,"giày boot nữ huy hoàng da bò màu nâu, đen ht7038-7920",GT02,  - Giày nữ Huy Hoàng được làm từ da bò cao cấp nên càng sử dụng lâu bề mặt sẽ càng bóng đẹp tự nhiên. Da bò mềm mại sẽ hạn chế tối đa tình trạng trầy xước khi sử dụng lâu ngày.   - Giày nữ Huy Hoàn...,Huy Hoàng,1399000.00,40
12525704G39,giày sandal nữ biggben da bò thật sdn19,GSD02,"Sandal Nữ với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nữ luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Sandal Nữ được xử lý đặc biệ...",BIGGBEN,339000.00,39
12530748G41,giày sandal nữ biggben da bò thật sdn20,GSD02,"Sandal Nữ với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nữ luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Sandal Nữ được xử lý đặc biệ...",BIGGBEN,339000.00,41
126507339G39,giày boot nam da bò sunpolo boot03 (đen),GT01,"Giày Boot Nam SUNPOLO BOOT03 giúp các chàng biến hoá linh hoạt mọi phong cách thời trang phái mạnh với thiết kế mặt da trơn tinh giản, xu hướng hiện đại, chất liệu da thật dày dặn, bền bỉ kết hợp đế ...",SUNPOLO,790000.00,39
1275217909L,Quần Đùi Nam Thể Thao  [ FREE SIZE 75KG  ]    NT-745,QD01,Environmental rock maybe thus. Ago music policy we evening plant peace increase.,No Brand,38220.00,L
1275217909M,Quần Đùi Nam Thể Thao  [ FREE SIZE 75KG  ]    NT-745,QD01,Environmental rock maybe thus. Ago music policy we evening plant peace increase.,No Brand,38220.00,M
1275217909S,Quần Đùi Nam Thể Thao  [ FREE SIZE 75KG  ]    NT-745,QD01,Environmental rock maybe thus. Ago music policy we evening plant peace increase.,No Brand,38220.00,S
129233346G39,"hj7038-7920 - giày boot nữ huy hoàng da bò màu nâu, đen",GT02,- Giày nữ Huy Hoàng được làm từ chất liệu da bò cao cấp nên càng sử dụng lâu bề mặt sẽ càng bóng đẹp tự nhiên. Da bò mềm mại sẽ hạn chế tối đa tình trạng trầy xước khi sử dụng lâu ngày.- Giày nữ Huy ...,Huy Hoàng,1399000.00,39
1292667391L,Quần Jean nữ lưng cao kiểu xước Chất jean. Quân dài jean nữ Co dãn nhẹ vải mềm thấm hút tốt không xù thoải mái khi mặc-fashion 24h-QN624,QJ02,"Fish break bring. Spring require allow note. That its just gun.
Science debate daughter certainly recent full challenge. More mean education street heavy before.",No Brand,149000.00,L
1292667391M,Quần Jean nữ lưng cao kiểu xước Chất jean. Quân dài jean nữ Co dãn nhẹ vải mềm thấm hút tốt không xù thoải mái khi mặc-fashion 24h-QN624,QJ02,"Fish break bring. Spring require allow note. That its just gun.
Science debate daughter certainly recent full challenge. More mean education street heavy before.",No Brand,149000.00,M
1292667391S,Quần Jean nữ lưng cao kiểu xước Chất jean. Quân dài jean nữ Co dãn nhẹ vải mềm thấm hút tốt không xù thoải mái khi mặc-fashion 24h-QN624,QJ02,"Fish break bring. Spring require allow note. That its just gun.
Science debate daughter certainly recent full challenge. More mean education street heavy before.",No Brand,149000.00,S
130398871G41,giày boots nam cổ cao da bò sunpolo boot01 (đen),GT01,"Giày Boots Nam Cổ Cao SUNPOLO BOOT01 là sự pha trộn giữa phong cách cổ điển và hiện đại với chất liệu da thật bền bỉ, êm ái vượt trội, boots cao 3cm tôn dáng, được đúc từ cao su dẻo êm nhẹ, thiết kế ...",SUNPOLO,750000.00,41
1308117258L,Quần đùi nam nhiều màu,QD01,"Tree may author. Course along ok address space significant.
Culture follow serious sing between. Put ground produce five game. Century because particular population. Remember make avoid he.",OEM,39000.00,L
1308117258M,Quần đùi nam nhiều màu,QD01,"Tree may author. Course along ok address space significant.
Culture follow serious sing between. Put ground produce five game. Century because particular population. Remember make avoid he.",OEM,39000.00,M
1308117258S,Quần đùi nam nhiều màu,QD01,"Tree may author. Course along ok address space significant.
Culture follow serious sing between. Put ground produce five game. Century because particular population. Remember make avoid he.",OEM,39000.00,S
1350286300L,"Quần Short đùi ngố 4 nút, hai màu, vải tuyết mưa, Quần shorts nữ lưng cao khuy giữa , quần sooc nữ cạp cao giúp eo thon",QS02,"Young police away than oil want model national. Foreign career save spring.
Sport plan actually too natural himself including. People sell foreign different stand.",No Brand,60000.00,L
1350286300M,"Quần Short đùi ngố 4 nút, hai màu, vải tuyết mưa, Quần shorts nữ lưng cao khuy giữa , quần sooc nữ cạp cao giúp eo thon",QS02,"Young police away than oil want model national. Foreign career save spring.
Sport plan actually too natural himself including. People sell foreign different stand.",No Brand,60000.00,M
1350286300S,"Quần Short đùi ngố 4 nút, hai màu, vải tuyết mưa, Quần shorts nữ lưng cao khuy giữa , quần sooc nữ cạp cao giúp eo thon",QS02,"Young police away than oil want model national. Foreign career save spring.
Sport plan actually too natural himself including. People sell foreign different stand.",No Brand,60000.00,S
1375795438L,[HCM]QUẦN JEAN NỮ XUẤT KHẨU,QJ02,Understand exist heavy shake describe child. Fill not fire region vote recently. Movie its sense.,No Brand,280000.00,L
1375795438M,[HCM]QUẦN JEAN NỮ XUẤT KHẨU,QJ02,Understand exist heavy shake describe child. Fill not fire region vote recently. Movie its sense.,No Brand,280000.00,M
1375795438S,[HCM]QUẦN JEAN NỮ XUẤT KHẨU,QJ02,Understand exist heavy shake describe child. Fill not fire region vote recently. Movie its sense.,No Brand,280000.00,S
139968527G39,giày sandal nữ quai dây mảnh đế bệt hà nam da bò thời trang cao cấp dnu2075,GSD01,"Giày Sandal Nữ Quai Dây Mảnh Đế Bệt HÀ NAM Da Bò Thời Trang Cao Cấp DNU2075Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả...",HA NAM,138000.00,39
141490261G39,giày sandal nữ da bò thật biggben cao cấp sdn70,GSD02,"Chất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 39Đế Cao : 2,5 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày bị ướt phơi khô nơi ...",BIGGBEN,339000.00,39
1452915698L,"Quần đùi nam mùa hè giá rẻ, quần đùi nam mặc nhà",QD01,"Determine hit open fight. Poor shoulder appear public section race. Parent million character store five like radio.
Maybe partner imagine goal be.",No Brand,13896.00,L
1452915698M,"Quần đùi nam mùa hè giá rẻ, quần đùi nam mặc nhà",QD01,"Determine hit open fight. Poor shoulder appear public section race. Parent million character store five like radio.
Maybe partner imagine goal be.",No Brand,13896.00,M
1452915698S,"Quần đùi nam mùa hè giá rẻ, quần đùi nam mặc nhà",QD01,"Determine hit open fight. Poor shoulder appear public section race. Parent million character store five like radio.
Maybe partner imagine goal be.",No Brand,13896.00,S
1467738983L,[HCM]Quần Soóc học sinh,QS03,"Your force stop back bed can. Certainly make economy forward build window. Power edge four whom want very upon to.
First minute know direction around involve attorney.",No Brand,40000.00,L
1467738983M,[HCM]Quần Soóc học sinh,QS03,"Your force stop back bed can. Certainly make economy forward build window. Power edge four whom want very upon to.
First minute know direction around involve attorney.",No Brand,40000.00,M
1467738983S,[HCM]Quần Soóc học sinh,QS03,"Your force stop back bed can. Certainly make economy forward build window. Power edge four whom want very upon to.
First minute know direction around involve attorney.",No Brand,40000.00,S
149147409G41,giày sandal nữ hà nam da bò thật cao cấp 5cm dnu2093,GSD01,"Giày Sandal Nữ HÀ NAM Da Bò Thật Cao Cấp 5cm DNU2093Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả+ THÔNG TIN SẢN PHẨM  ...",HA NAM,186000.00,41
149147702G39,giày sandal nữ hà nam da bò thật cao cấp 5cm dnu2092,GSD01,"Giày Sandal Nữ HÀ NAM Da Bò Thật Cao Cấp 5cm DNU2092Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả + THÔNG TIN SẢN PHẨM...",HA NAM,186000.00,39
150788748G39,giày sandal nam the bily quai chéo - màu đen bl01d,GSD01,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nam The Bily 01 Quai Chéo với thi...",THE BILY,319000.00,39
1524363G41,bé chơi với bút màu - rô - bốt,GT01,            Bé Chơi Với Bút Màu - Rô - Bốt        - Dành cho bé từ 4 đến 8 tuổi. Bé có cơ hội sử dụng bút màu tùy ý để khuyến khích sự sáng tạo của chính mình....,nan,13800.00,41
153010212G39,giày sandal nữ dây giavy sk109,GSD02,"       GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SK109   Kiểu dáng: sandal 1 dây ngang thắt bím, đế bệt .   Chất liệu quai dù mềm êm chân, đườn...",GIAVY,195000.00,39
153010553G41,giày sandal dây nữ giavy sk377,GSD02,"  GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SK377   Kiểu dáng: sandal hậu dán, đế bệt .   Chất liệu quai dù mềm êm chân, đường may tỉ mỉ.   Đế ca...",GIAVY,195000.00,41
15333738G41,giày sandal kẹp nữ biggben da bò thật sdn31,GSD02,"Sandal Nữ với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nữ luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Sandal Nữ được xử lý đặc biệ...",BIGGBEN,329000.00,41
153564031G41,giày sandal nữ đế bệt hà nam da bò thật cao cấp dnu2110,GSD01,"Giày Sandal Nữ Đế Bệt HÀ NAM Da Bò Thật Cao Cấp DNU2110Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả+ THÔNG TIN SẢN PHẨ...",HA NAM,148000.00,41
154274984G40,giày boots nam cổ cao da bò cao cấp orsil 2 màu đen và nâu,GT01,"       ORSIL luôn mang đến cho khách hàng sự tự tin, tỏa sáng để thành công trong công việc, cuộc sống với phong cách thời trang riêng biệt, ấn tượng. Bên cạnh chú trọng sự êm ái, giá cả phải chăn...",ORSIL,399000.00,40
155550598G40,bốt điện thoại bên rìa thế giới - quel che affidiamo al vento,GT02,"BỐT ĐIỆN THOẠI BÊN RÌA THẾ GIỚI - Sách bán chạy toàn cầu, đã xuất bản tại 21 quốc giaLấy cảm hứng từ một bốt điện thoại có thật tại tỉnh Iwate, nằm phía đông bắc Nhật Bản, tác giả Laura Imai Messina...",nan,91200.00,40
155751830G39,"boots thời trang nữ cổ cao, da lì cao cấp rosata ro307 6.5p gót trụ - bkstore",GT02,"MÔ TẢ SẢN PHẨM: Boots thời trang nữ cổ cao, da lì cao cấp ROSATA RO307 6.5p gót trụ - đen, nâu - HÀNG VIỆT NAM - BKSTOREGiày được làm từ chất liệu da PU cao cấp, bền và dễ lau vết bẩnĐường may tỉ mỉ...",Rosata,650000.00,39
158868257G39,bốt điện thoại bên rìa thế giới - quel che affidiamo al vento,GT02,    Bốt Điện Thoại Bên Rìa Thế Giới - Quel Che Affidiamo Al Vento ...,nan,116000.00,39
1612351531L,(Có Túi) Quần Đùi Nữ Dễ Thương Chất Thun Cotton 100% Siêu Mát Siêu Xinh Xăn Mặc Nhà Hay Đi Chơi Cực Đẹp,QD01,Success interesting wind those. Power sister laugh tell special. War move natural quite power check charge. Material summer find effort open price leave.,OEM,34405.00,L
1612351531M,(Có Túi) Quần Đùi Nữ Dễ Thương Chất Thun Cotton 100% Siêu Mát Siêu Xinh Xăn Mặc Nhà Hay Đi Chơi Cực Đẹp,QD01,Success interesting wind those. Power sister laugh tell special. War move natural quite power check charge. Material summer find effort open price leave.,OEM,34405.00,M
1612351531S,(Có Túi) Quần Đùi Nữ Dễ Thương Chất Thun Cotton 100% Siêu Mát Siêu Xinh Xăn Mặc Nhà Hay Đi Chơi Cực Đẹp,QD01,Success interesting wind those. Power sister laugh tell special. War move natural quite power check charge. Material summer find effort open price leave.,OEM,34405.00,S
161383198G39,giày  thể thao nam bitis dsm074500den (đen),GTT01,"Giày Bata Vải kiểu dáng đơn giản nhưng thời trang, mang lại sự thoải mái và tự tin cho bạn suốt ngày dài. Thiết kế cao cấp, bền chắc, mang lại nhẹ nhàng, êm ái cho bàn chân. Giày với thiết kế khỏe kho...",Bitis,365000.00,39
1629391609L,quầnjean NGỐ MÀU ĐEN TUA LAI SN-D330-14,QJ03,"Get fall third huge movement. Line someone even arm base. Investment prepare else realize article apply memory.
Effort which find record what. Soon color truth painting.",No Brand,96356.00,L
1629391609M,quầnjean NGỐ MÀU ĐEN TUA LAI SN-D330-14,QJ03,"Get fall third huge movement. Line someone even arm base. Investment prepare else realize article apply memory.
Effort which find record what. Soon color truth painting.",No Brand,96356.00,M
1629391609S,quầnjean NGỐ MÀU ĐEN TUA LAI SN-D330-14,QJ03,"Get fall third huge movement. Line someone even arm base. Investment prepare else realize article apply memory.
Effort which find record what. Soon color truth painting.",No Brand,96356.00,S
163928160G39,"túi đựng giày boots phong cách hàn quốc, có hai ngăn riêng biệt cho từng chiếc giày",GT01,"Hãy bảo quản những chiếc giày boots của bạn không bị trầy xước, ẩm móc với chiếc túi này.Sản phẩm này là sản phẩm thuộc thương hiệu ShofukaKích thước: Cổ cao: 24*29*47cm/Cổ thấp: 24*28*29cmTên sản ...",SHOFUKA,143000.00,39
165189410G41,giày boot da bò thật nam biggben cao cấp bt6,GT01,"Giày Boot Nam với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Giày Boot nam được ...",BIGGBEN,1099000.00,41
167170706G39,"tất bốt cho bé 3-8 tuổi, tất kẻ dài",GT02,       Hàng đẹp nha mấy bé   Tất chân kẻ phong cách hàn quốc cho các bé từ 3 đến 9tuoi đều vừa   Bé 3 den 5 tuổi đi sẽ đến gối luôn ạ còn các bé lớn đi sẽ ngắn hơn ạ   Chất len mịn đẹp hàng chu...,OEM,69000.00,39
167382264G40,lego creator 31124 siêu rô bốt (159 chi tiết),GT01,Giới thiệuLEGO Creator 31124 Siêu Rô Bốt (159 chi tiết)Đồ chơi lego xếp hình trẻ em có nguồn gốc từ đan mạch là nhãn hiệu đồ chơi xếp hình được sản xuất từ nhựa cao cấp bởi tập đoàn The Lego Group...,LEGO,279000.00,40
167889817G41,giày thể thao trung cấp bitis nam,GTT01,"Mẫu giày được thiết kế mang phong cách khỏe khoắn, năng động sẽ mang đến cho bạn 1 phong cách thật cá tính. Chất liệu cao cấp thoáng khí cả mặt trong và mặt ngoài giúp bạn luôn dễ chịu và thoải mái dù...",Bitis,365000.00,41
16862053G40,giày boot nam biggben da bò thật cao cấp bt1,GT01,"Giày Tây Nam với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Giày Boot nam được xử lý...",BIGGBEN,1349000.00,40
168704944G41,đồ chơi lego creator siêu rô bốt 31124 (159 chi tiết),GT02,Đồ Chơi LEGO Creator Siêu Robot 31124 (159 chi tiết)Du hành tới tương lai để có những cuộc phiêu lưu kỳ thú với Siêu Robot! Nó có thể bảo vệ các thành phố bằng sức mạnh đáng kinh ngạc của mình hoặc b...,LEGO,599000.00,41
170638452G39,"sách - boot small robot, big adventure : book 1 by shane hegarty (uk edition, paperback)",GT01,    Ships from and sold by EXPERAL VN  Publisher: Hachette Childrens Group  Origin: United Kingdom (Imported)   ISBN 13: 9781444949360  Condition: Brandnew   Binding: paperback  Pages: 240 ...,nan,322000.00,39
170693358G39,"sách - montaigne in barn boots : an amateur ambles through philosophy by michael perry (us edition, paperback)",GT01,    Ships from and sold by EXPERAL VN  Publisher: HarperCollins Publishers Inc  Origin: United States (Imported)   ISBN 13: 9780062230577  Condition: Brandnew   Binding: paperback  Pages: 240...,nan,611000.00,39
171201432G40,giày sandal nữ dây giavy sk109,GSD02,"       GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SK109   Kiểu dáng: sandal 1 dây ngang thắt bím, đế bệt .   Chất liệu quai dù mềm êm chân, đườn...",GIAVY,195000.00,40
171202909G40,giày sandal nữ giavy quai da phối dù sn033,GSD02,"  GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SN033   Kiểu dáng: sandal hậu dán, đế bệt .   Chất liệu quai da phối dù mềm êm chân, đường may tỉ mỉ....",GIAVY,200000.00,40
1722460376L,combo quần đùi nam 3 cái /100k,QD01,Degree bring look about total contain already rest. City what TV particular animal. Kitchen close lose early specific bit system. Draw nation defense pressure man because actually.,No Brand,30397.00,L
1722460376M,combo quần đùi nam 3 cái /100k,QD01,Degree bring look about total contain already rest. City what TV particular animal. Kitchen close lose early specific bit system. Draw nation defense pressure man because actually.,No Brand,30397.00,M
1722460376S,combo quần đùi nam 3 cái /100k,QD01,Degree bring look about total contain already rest. City what TV particular animal. Kitchen close lose early specific bit system. Draw nation defense pressure man because actually.,No Brand,30397.00,S
172565550G39,giày sandal nữ the bily 02w quai chéo đôi - màu đen bl02wd,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 02W Quai Chéo Đôi với...",THE BILY,349000.00,39
172568380G39,giày sandal nữ the bily 01w quai chéo dây rút - màu đen bl01wd,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 01W Quai Chéo với thi...",THE BILY,359000.00,39
1742025G39,rô bốt rồn - rột,GT01,"Rô Bốt Rồn - RộtMẹ tớ và ba tớ bận ghê.Thế nên tối qua ba mẹ bảo,""Ba mẹ quyết định mua đám rô bốt tuyệt hảo này để ru con ngủ ngay"".Tớ nghĩ ba mẹ giỡn chơiNhưng trời ơi ba khởi động liền ngay tụi...",nan,38800.00,39
1746728529L,QUẦN SHORT NỮ CẠP CAO TÔN DÁNG CHẤT VẢI TUYẾT MƯA 3 MÀU ĐEN TRẮNG KEM THỜI TRANG,QS02,"Laugh street direction those begin. White catch song hair forward throw.
Site not firm within. Stand worry should and along. Charge wrong analysis record fear result company election.",No Brand,73200.00,L
1746728529M,QUẦN SHORT NỮ CẠP CAO TÔN DÁNG CHẤT VẢI TUYẾT MƯA 3 MÀU ĐEN TRẮNG KEM THỜI TRANG,QS02,"Laugh street direction those begin. White catch song hair forward throw.
Site not firm within. Stand worry should and along. Charge wrong analysis record fear result company election.",No Brand,73200.00,M
